symbol,Open,High,Low,Close,Volume,ema_9,ema_10,vol_ma,rsi_daily,rsi_weekly,rsi_monthly,base_score,vol_surge,alpha_score,is_rocket,bullish_htf,signal
JD,30.170000076293945,30.3700008392334,29.829999923706055,29.989999771118164,13539700,31.236357295821424,31.246831640211237,11212325.0,45.33972224288116,54.85132333995295,50.26903027565116,51.11608589481788,1.2075729164111815,51.11608589481788,False,True,False
PLTR,136.16000366210938,138.67999267578125,133.3000030517578,136.60000610351562,31723900,136.32337198616756,136.36272776775155,40668880.0,47.07474170859514,44.391365266967135,59.50130043980409,50.972014624427516,0.7800534462714488,50.972014624427516,False,False,False
BRK-B,485.5,487.7799987792969,483.2099914550781,483.6199951171875,4348600,482.40108828022613,482.1378073026491,4837875.0,54.877126385469715,50.22884835036823,49.70699752874323,50.94976362873854,0.8988657210035398,50.94976362873854,False,False,False
SMCI,36.0,37.90999984741211,35.43000030517578,37.099998474121094,43169000,33.69527274906199,33.50145795391605,38913640.0,67.42265274961659,54.46207183696361,38.93813395778242,50.84461286782174,1.1093539437585382,50.84461286782174,False,False,False
ABNB,132.3699951171875,136.0800018310547,132.26499938964844,132.67999267578125,3331100,133.99434821219666,134.18352507440798,4101135.0,44.1147404273734,50.643806925500556,54.26313486968369,50.785724803548376,0.8122385632270092,50.785724803548376,False,True,False
CI,283.0,284.239990234375,279.6700134277344,280.8299865722656,2321800,285.6569521607411,285.7959313780124,1768550.0,47.24760136913803,54.223553714829556,48.4372390090864,50.513837363393996,1.3128268920867376,50.513837363393996,False,False,False
T,25.13999938964844,25.34000015258789,24.86000061035156,25.020000457763672,32461200,25.030638547949067,25.041873369105673,34262380.0,44.10765701950954,45.494374964913,57.62979136575246,50.0711979361681,0.9474298049347418,50.0711979361681,False,False,False
AXP,314.0400085449219,314.57000732421875,309.6000061035156,310.7200012207031,2410400,311.6715099489482,311.90038747801447,3262190.0,45.02465474538619,44.54381835848464,56.24197105250703,49.319246713473916,0.7388901320891793,49.319246713473916,False,False,False
SCHW,89.69999694824219,90.41999816894533,89.37000274658203,89.4000015258789,8359900,90.33665270457298,90.36590543597207,9657600.0,44.08537319427441,44.43199936159426,56.80860321870172,49.313315670973275,0.865629141815772,49.313315670973275,False,False,False
AIG,77.22000122070312,78.29000091552734,76.9000015258789,77.19000244140625,2302500,77.2904018236252,77.25211809452175,4766390.0,51.48521750396602,49.77227604241449,47.380178608429986,49.158025361130996,0.4830699963704187,49.158025361130996,False,False,False
EL,88.55999755859375,88.80000305175781,86.08000183105469,86.5999984741211,3597800,82.52633468061548,82.37416489047074,3850300.0,59.45981101494792,49.68168690508778,42.487064320820394,48.75946269335285,0.9344206944913384,48.75946269335285,False,False,False
PEP,149.7100067138672,150.25,145.5,145.67999267578125,9059200,149.37339736193076,149.58835625422896,6381885.0,35.249542176339276,48.07485041855606,55.840511262121844,48.61605310753902,1.419517901059013,48.61605310753902,False,False,False
LMT,536.0,536.02001953125,529.0,532.9000244140625,1346600,525.8562787278524,525.5861862231637,1339840.0,47.104776075105256,45.18028781794778,52.17084453910627,48.361408157842675,1.005045378552663,48.361408157842675,False,False,False
DIS,103.0999984741211,103.8000030517578,102.3499984741211,103.27999877929688,6714400,103.6948024870868,103.73880114306355,9124845.0,49.450076937826296,47.36853945146472,48.26507949038988,48.143462964307105,0.7358371566859492,48.143462964307105,False,False,False
META,608.8900146484375,614.469970703125,605.2999877929688,612.3400268554688,12234200,610.6255005131728,611.1009909277967,16148985.0,46.457180069531766,46.32111137975366,50.23909830094106,47.91551988618425,0.7575832165303268,47.91551988618425,False,False,False
MSFT,416.4299926757813,419.7699890136719,413.0199890136719,416.0299987792969,30398000,416.8647947392351,416.6872576181494,34139210.0,52.94638339334872,47.801959493184334,44.83839836352242,47.64541982135245,0.8904131056342546,47.64541982135245,False,False,False
COF,188.1699981689453,190.6699981689453,185.61000061035156,186.4199981689453,4161600,186.37644843443667,186.44931134115572,4362850.0,46.95297934396957,42.83917251818135,51.71425993220102,47.21196884894686,0.9538718956645312,47.21196884894686,False,False,False
VRTX,437.989990234375,441.989990234375,433.7900085449219,435.9299926757813,865800,435.62334663695196,435.64043585611495,1253785.0,49.27161699861005,46.566814262317564,45.55256363521307,46.70207455873427,0.6905490175747836,46.70207455873427,False,False,False
SHOP,103.2300033569336,105.0999984741211,102.31999969482422,104.9000015258789,7984000,103.98915456693626,104.25144064327847,13961915.0,43.90280632575475,39.599832493116985,53.99355235458055,46.21791520422997,0.5718413269239929,46.21791520422997,False,False,False
PG,144.50999450683594,145.61000061035156,142.52999877929688,142.9600067138672,8157200,143.2265780427881,143.27766115622813,7932700.0,46.7542872976654,45.74969985676282,45.64698420644546,45.90953108481639,1.0283005786176207,45.90953108481639,False,False,False
KHC,23.80500030517578,24.100000381469727,23.69499969482422,23.850000381469727,15194400,23.4956569732729,23.464101681182502,14815350.0,61.899486061345236,51.511599931043385,32.21845827427458,45.87192049439624,1.0255849507436543,45.87192049439624,False,False,False
HOOD,74.49500274658203,76.04000091552734,73.45500183105469,74.08999633789062,20130200,75.71093479657668,75.86684212968817,25368365.0,44.6553941117655,41.32379371082649,50.86899329483586,45.80819362461804,0.793515861191685,45.80819362461804,False,False,False
NFLX,88.4000015258789,88.7300033569336,87.25,87.68000030517578,24014500,88.42528451744252,88.4854308278458,33225055.0,41.433769463572546,43.1195636709307,50.128864322637014,45.5861250901416,0.7227828516762426,45.5861250901416,False,False,False
MA,496.0,496.8500061035156,492.05999755859375,493.010009765625,1947300,497.4322183261623,497.5822000812968,3820745.0,44.717047228744036,42.5541301761196,45.81568105645212,44.29133393877749,0.5096649998887651,44.29133393877749,False,False,False
ADP,221.83999633789065,223.47999572753903,218.27999877929688,218.3500061035156,2374400,218.44972176905955,218.00989482051324,3021030.0,56.17213372008894,48.79175520841507,33.030848761715106,43.96346833206986,0.7859571073441839,43.96346833206986,False,False,False
MSTR,160.8300018310547,167.0,159.27999877929688,159.92999267578125,11819500,167.69264005628506,168.33431592884287,14806245.0,44.66677029337639,44.24379803405507,43.29010372415496,43.94691476195929,0.798278023901401,43.94691476195929,False,False,False
TMUS,190.47000122070312,192.80999755859375,188.27000427246097,191.11000061035156,4024000,191.02275536815827,191.06914624650292,5075465.0,46.86918440824154,42.004348487598065,44.37468017097704,43.92544834507835,0.7928337600594231,43.92544834507835,False,False,False
CTAS,172.3800048828125,172.72000122070312,170.22999572753906,171.08999633789062,1384300,170.82309587592607,170.71389337708638,1935530.0,49.0309829721072,41.47792860398583,42.97334039006745,43.58670419204275,0.7152046209565339,43.58670419204275,False,False,False
ADSK,238.0800018310547,240.72000122070312,234.3699951171875,238.22999572753903,2097800,240.17066579218016,240.16795061697798,1860610.0,48.02857541669737,44.044712399406215,39.91535291992934,43.1897412110737,1.1274796975185557,43.1897412110737,False,False,False
SOFI,16.479999542236328,16.950000762939453,15.859999656677246,15.979999542236328,80583400,15.774141914808455,15.798226834847283,70438450.0,46.48499879874557,36.25554763434201,48.455507228028736,43.181421704697414,1.1440257416226507,43.181421704697414,False,False,False
BKNG,162.85000610351562,166.24000549316406,162.11000061035156,163.3000030517578,6369700,159.84727971561188,160.02918261891338,7916955.0,47.649565870483016,40.55724229946408,43.15177870944201,43.01352157765905,0.8045643811288558,43.01352157765905,False,False,False
MCD,281.0199890136719,282.0199890136719,278.7099914550781,279.260009765625,4227400,280.71451392707723,280.84289322654814,4308890.0,38.70342533607526,36.77131139742474,50.87451057586948,42.799013856532746,0.9810879368004288,42.799013856532746,False,False,False
COIN,186.07000732421875,187.8000030517578,179.11000061035156,180.00999450683594,7755000,191.22188567384714,191.79631792361124,9653440.0,42.11160095097969,42.42967141384529,43.30708209997439,42.717021595723814,0.8033405708224218,42.717021595723814,False,False,False
MELI,1657.989990234375,1659.6500244140625,1616.469970703125,1648.0400390625,497900,1644.9918228986526,1647.2311211542087,728150.0,45.08174442532197,40.791582021957936,43.19842939860503,42.61235345328958,0.6837876811096615,42.61235345328958,False,False,False
ISRG,439.4200134277344,442.94000244140625,434.1499938964844,436.6400146484375,1688500,438.98675343335896,439.3024237191115,2171330.0,43.81724592120525,39.35653261739382,45.25922962629779,42.609754081717696,0.7776339847006213,42.609754081717696,False,False,False
SYK,314.5199890136719,315.69000244140625,310.3500061035156,313.0,2834600,311.6264043749054,311.2067100913564,3044220.0,49.42518190155772,42.11515873593652,38.88588009794969,42.28545191386603,0.9311416389091458,42.28545191386603,False,False,False
LOW,215.97999572753903,217.30999755859375,211.0500030517578,212.0800018310547,3714400,218.55138898809992,219.1602285794167,2974845.0,32.16378695520038,37.40002527309259,50.98209134008682,41.785604036311845,1.2486028683847394,41.785604036311845,False,False,False
HD,315.05999755859375,316.7900085449219,308.9599914550781,310.5400085449219,6978200,309.8586638544386,310.1012737104417,5282725.0,43.55433612799081,39.13780674267449,42.91742495649928,41.532959905267674,1.320947049108178,41.532959905267674,False,False,False
PDD,95.0,97.97000122070312,94.5,96.63999938964844,9274300,96.83517686116,96.9237450688044,6775690.0,46.62981911805399,38.697674732257525,40.11937443402605,40.85278349012423,1.3687609675176993,40.85278349012423,False,False,False
TMO,447.3599853515625,450.25,443.6099853515625,448.1799926757813,1942600,450.1819326012474,450.8665203576153,2357350.0,39.756516250256844,37.97170267639553,42.86535221965198,40.286125208470374,0.8240609158589094,40.286125208470374,False,False,False
SE,88.44999694824219,90.58999633789062,87.5999984741211,89.0199966430664,3366400,88.27223335816271,88.25543408842424,4783840.0,52.147737377715565,35.65038236862988,38.59689240908499,40.128457386629066,0.7037024649653835,40.128457386629066,False,False,False
CRM,178.42999267578125,182.36000061035156,177.67999267578125,179.0800018310547,13617200,177.9100666060881,177.88331632988644,11839455.0,49.87235271361575,40.444959188179645,33.958702594284134,39.73593525570866,1.1501542934197562,39.73593525570866,False,False,False
MDT,78.55000305175781,78.55000305175781,77.47000122070312,77.5999984741211,6703900,77.82340154433217,77.84709895039481,10037485.0,41.36312513753997,32.86850778073892,45.11216324847616,39.46489343919403,0.6678864277256703,39.46489343919403,False,False,False
GEHC,64.2300033569336,65.08999633789062,63.5,64.18000030517578,4011300,63.32135707077821,63.29561659435788,6923855.0,47.42963259040454,39.445899688133196,35.08663302526496,39.298939603440175,0.5793448880717461,39.298939603440175,False,False,False
REGN,642.4500122070312,648.5,632.6799926757812,634.6199951171875,889800,657.3077862584003,660.3062933198453,1031320.0,31.158583110663812,36.80664949734185,45.355415676255014,39.096542691571514,0.8627777993251368,39.096542691571514,False,False,False
CMCSA,25.31999969482422,25.540000915527344,24.84000015258789,25.149999618530273,25780100,25.177550657783552,25.22383935211246,31598000.0,37.336351280394446,37.11801589458967,40.04096150166756,38.33086121458178,0.8158775871890626,38.33086121458178,False,False,False
NOW,100.55999755859376,102.54000091552734,98.72000122070312,99.91999816894533,23589900,98.69592930124196,98.34027243417947,27084880.0,54.54987403273509,41.13136672184861,26.540805248938824,37.97884359486199,0.8709619536804298,37.97884359486199,False,False,False
CPRT,33.86000061035156,34.040000915527344,32.97999954223633,33.2400016784668,12817100,33.405317591886096,33.39394195865309,8620760.0,48.32763523251677,38.67108233860727,28.524159887107317,36.54362393678919,1.4867714679448216,36.54362393678919,False,False,False
DHR,171.1699981689453,173.64999389648438,169.8800048828125,172.80999755859375,3283100,170.3461161125284,170.3821802115347,4880585.0,46.04707291190149,36.65388423430649,31.51552700692129,36.47717907887141,0.6726857538594246,36.47717907887141,False,False,False
PYPL,44.20000076293945,44.439998626708984,43.8650016784668,44.15999984741211,13161000,44.6428301790407,44.75367326341101,15293755.0,35.8516819793668,36.36407805609412,36.804757218724866,36.43787050580096,0.8605473279779884,36.43787050580096,False,False,False
NKE,44.70000076293945,44.95000076293945,44.099998474121094,44.939998626708984,18667600,43.82786509641091,43.78450810518194,19914760.0,53.222485681200084,35.08619747349971,26.701685684289103,35.359650399355544,0.9373750926448524,35.359650399355544,False,False,False
ACN,178.0,178.64999389648438,173.83999633789062,177.0,3822100,176.11747680261354,176.04317949629583,5734245.0,47.40615317625611,36.53126090266657,26.709824043153574,34.777664613579276,0.6665393613283004,34.777664613579276,False,False,False
ADBE,242.57000732421875,243.57000732421875,238.57000732421875,240.4900054931641,3211800,246.25318836948688,246.3794874792641,4434675.0,44.69433558455634,37.305215360714875,27.174226938198643,34.730644036476676,0.7242469854047929,34.730644036476676,False,False,False
ABT,86.83000183105469,86.95999908447266,85.80999755859375,86.66999816894531,10249200,87.05729794889264,87.0785469003961,12535385.0,39.98206969570106,24.86106559771072,34.897527697400406,31.899851257184665,0.8176214771225615,31.899851257184665,False,False,False
BSX,57.75,58.13999938964844,57.2599983215332,57.63999938964844,15258000,56.48141266805054,56.435246233133846,17437070.0,48.857284899488704,30.702019343035985,24.381480597310855,31.80485695603648,0.875032330546359,31.80485695603648,False,False,False
FIS,43.18000030517578,43.189998626708984,42.11000061035156,42.220001220703125,5199900,43.167348786837046,43.2433970205842,7021205.0,38.599588173779196,34.17380153413664,25.437876234170446,31.564588742078676,0.7405993700511522,31.564588742078676,False,False,False
CHTR,144.86000061035156,147.7100067138672,142.67999267578125,144.0,1997300,146.7237362220192,147.48828588840246,3552960.0,32.865793860607965,28.991943581463815,31.644108700923056,30.827579685076344,0.5621509952265153,30.827579685076344,False,False,False
ZTS,80.77999877929688,81.30999755859375,79.94999694824219,80.2300033569336,5696600,81.18849908879905,81.78927259361446,9089085.0,28.010416673609086,26.613638692058714,29.5505682581759,28.067766114815665,0.6267517577401905,28.067766114815665,False,False,False
