Total_Baskets_Traded,Winning_Baskets,Losing_Baskets,Win_Rate_Percent,Average_Return_Percent,Median_Return_Percent,Best_Return_Percent,Worst_Return_Percent,Average_Holding_Days,Target_Hit_Count,Stop_Hit_Count,MaxHold_Count,AllStocksStopped_Count,NoFutureData_Count,Extreme_Losses_Count
6,6,0,100.0,1.5809819381539576,1.4435576704034814,2.292340228506207,1.0547453412842813,3.1666666666666665,6,0,0,0,0,0
