symbol,Date,Open,High,Low,Close,Volume
CVX,2024-05-28,145.17042271617547,146.36395926046976,145.01434690787255,146.01507568359375,6928300
CVX,2024-05-29,145.07862351461128,145.51013299636162,143.62801925817328,144.0503387451172,5909600
CVX,2024-05-30,144.0044358398153,145.48258197034477,143.96770388115382,145.2989501953125,6369600
CVX,2024-05-31,145.6386664789412,149.2651701064413,145.528484605507,149.0081024169922,10334200
CVX,2024-06-03,148.26445272621905,148.43888052173315,143.64639593720267,144.5644989013672,9009900
CVX,2024-06-04,142.96697352610167,143.54538279078383,141.48882741235417,143.34339904785156,6360500
CVX,2024-06-05,143.37093572070174,144.16050468416864,141.87442368306247,142.28756713867188,7058500
CVX,2024-06-06,141.84687927266663,143.24239941848995,140.82778462820627,143.15975952148438,5215100
CVX,2024-06-07,142.9578070243123,144.7756468221529,142.4253056675432,143.29750061035156,5887700
CVX,2024-06-10,143.60048199497317,145.24388006823023,143.51785609383967,143.90345764160156,7074700
CVX,2024-06-11,143.38012004208863,143.91262137484327,141.8285239880366,143.67391967773438,5132000
CVX,2024-06-12,144.59204443950057,144.7205782972915,139.91888958957819,141.58984375,10017400
CVX,2024-06-13,141.1766730987455,141.47045871336584,139.7627869254026,140.3228302001953,6163000
CVX,2024-06-14,140.58907118454076,140.73595696985967,139.52406868844977,140.07493591308594,6159100
CVX,2024-06-17,140.01067188872707,141.32355212041293,139.487346587446,140.6441650390625,6321400
CVX,2024-06-18,140.97470409707827,143.17814546905683,140.32284486943223,140.77272033691406,6942900
CVX,2024-06-20,141.12159561570076,144.5185733679765,140.69926213954838,143.81163024902344,8336000
CVX,2024-06-21,143.95852373696874,144.75726870056,142.50791961277582,142.56300354003906,21289800
CVX,2024-06-24,143.47194333373864,146.4741297140084,143.39849342103716,146.26296997070312,7971600
CVX,2024-06-25,146.08852698050293,146.3088767167994,144.75728059541527,145.4825897216797,5985400
CVX,2024-06-26,145.48256262912327,145.48256262912327,143.0312160478854,143.17811584472656,8637800
CVX,2024-06-27,143.86673765664625,144.08708742048572,142.89355071568374,143.5178680419922,5568700
CVX,2024-06-28,144.61956842176906,145.5927552253118,143.3801239400416,143.60964965820312,11283400
CVX,2024-07-01,144.2890470547575,145.7029192776455,143.20567840860843,143.7014617919922,5584100
CVX,2024-07-02,144.76645713812854,144.80318909888845,142.719091613621,143.91262817382812,7216800
CVX,2024-07-03,144.0870905586988,144.821575778354,143.738206927306,143.8759307861328,3264200
CVX,2024-07-05,143.7289948723198,143.7289948723198,141.09403033338037,141.6724395751953,6183100
CVX,2024-07-08,140.76353234403388,142.56300604218924,140.76353234403388,141.69081115722656,4990700
CVX,2024-07-09,140.46973621883845,142.08559219349107,139.87297496927627,140.4513702392578,5301600
CVX,2024-07-10,140.01067810280722,142.70990259752983,139.82706034318835,142.42529296875,5416600
CVX,2024-07-11,142.30593027953776,143.8483362188272,141.58981123499103,142.5446319580078,8322500
CVX,2024-07-12,143.37095110571843,143.62801879497832,141.90198087354338,142.84762573242188,6446300
CVX,2024-07-15,144.09625600439296,146.45578732344046,143.5637546093261,145.09698486328125,5661200
CVX,2024-07-16,144.1513082589954,145.34484464016774,143.36173933075554,144.8490753173828,6924200
CVX,2024-07-17,145.51932432986203,148.2552673253028,145.32651653739083,148.02574157714844,7296600
CVX,2024-07-18,148.02572273004344,150.82593930282212,147.1168098489274,148.7051239013672,6577700
CVX,2024-07-19,149.17337358056776,149.37535736409248,145.43670160364093,146.1160888671875,6427700
CVX,2024-07-22,145.2622583775492,145.96001161712553,144.00446174530626,144.13299560546875,5577300
CVX,2024-07-23,143.54538030600992,143.77490600908374,141.24093328130118,141.470458984375,6238700
CVX,2024-07-24,142.0213404126983,142.9486193021316,140.8553458024579,142.37022399902344,5971700
CVX,2024-07-25,142.64564258942497,145.29895940074695,141.95706541684171,144.63792419433594,5432100
CVX,2024-07-26,144.81235346663408,146.01506591597186,144.1972262600696,144.91334533691406,5232500
CVX,2024-07-29,145.2897817613241,145.2897817613241,142.17741353703946,143.77491760253906,5072000
CVX,2024-07-30,143.64637804355678,146.97908186211316,143.62801206400223,146.50167846679688,5740900
CVX,2024-07-31,148.44805906269326,148.44805906269326,146.94237087801073,147.32797241210938,6209200
CVX,2024-08-01,145.71213823343442,146.43743346399918,139.57920270078472,140.12088012695312,16689900
CVX,2024-08-02,138.75289290538117,139.58835588024806,134.9794895036453,136.38418579101562,13278600
CVX,2024-08-05,133.60232839744035,133.83185410606268,131.66513085630243,132.81275939941406,13037200
CVX,2024-08-06,132.65668118717394,133.20753447237144,131.39887080057497,131.49986267089844,9692700
CVX,2024-08-07,132.739321444062,133.7951341951403,130.6276819327667,130.74703979492188,8867900
CVX,2024-08-08,131.3529880734771,132.9596681417018,131.02247047050534,132.6566925048828,7531100
CVX,2024-08-09,132.39961880927197,134.14400862913794,131.4631499751389,133.11573791503906,7653100
CVX,2024-08-12,133.89611708606725,134.72241806151314,128.24979012830713,133.14328002929688,8442200
CVX,2024-08-13,132.28026827962182,132.71177776585338,131.33462340787318,132.3445281982422,7794800
CVX,2024-08-14,132.56489272778165,133.34528588802007,131.68350767632583,132.82196044921875,5874200
CVX,2024-08-15,133.66660089831413,135.4385468204918,133.56560901664452,134.7775115966797,6304200
CVX,2024-08-16,134.08894339201888,135.5303577897489,133.71251780701138,135.2090301513672,6874400
CVX,2024-08-19,135.55250476475126,137.14931650666134,135.44110390654808,136.31378173828125,5967400
CVX,2024-08-20,135.8495967118936,136.01669800424656,134.20636317411396,134.32705688476562,7497600
CVX,2024-08-21,135.01403427182183,136.13737812221595,134.19707109200772,134.91192626953125,5985000
CVX,2024-08-22,134.93979788381318,135.84960469391365,134.73555351498442,135.29257202148438,4027000
CVX,2024-08-23,136.03526652193705,137.48353435394944,135.8403150185121,137.0471954345703,4824100
CVX,2024-08-26,138.3005204653894,139.3402996582233,136.98222494135243,137.8641815185547,5780300
CVX,2024-08-27,138.0219825034258,138.83895983600402,136.2302194132984,136.4251708984375,5100000
CVX,2024-08-28,135.95171685696081,136.60157881627234,135.06046747995623,135.54322814941406,5614400
CVX,2024-08-29,135.97029125936677,137.5670888934156,135.02334143242004,136.8615264892578,4466700
CVX,2024-08-30,135.74748605058764,137.47427038104783,135.26472533295097,137.35357666015625,6414800
CVX,2024-09-03,135.12545037052496,135.3296947085962,133.94640608546402,134.2991943359375,7944700
CVX,2024-09-04,134.28063926495446,135.10689540082086,131.5233545289435,131.89471435546875,9820700
CVX,2024-09-05,132.9159065169465,132.9159065169465,130.5299818854825,130.83633422851562,9371100
CVX,2024-09-06,130.96631617027705,131.93182324091612,127.9954946724685,128.63607788085938,7836400
CVX,2024-09-09,128.7103837819131,131.8483073794807,128.61754027339683,130.25149536132812,9892300
CVX,2024-09-10,130.80847995589326,130.9755953946522,127.27136135501198,128.3297119140625,8202500
CVX,2024-09-11,128.31117306220852,128.5618250076199,125.67456788328928,128.0048065185547,9534000
CVX,2024-09-12,128.32972680761472,129.48092098468277,127.57774266074361,129.2395477294922,6591500
CVX,2024-09-13,129.85227106661134,131.39338247741247,129.70374130153874,130.53927612304688,5900700
CVX,2024-09-16,131.54192338991507,132.91591930532803,130.96633337790328,131.91326904296875,6864300
CVX,2024-09-17,131.64405839598857,133.81646042646832,131.58835795919626,133.1387481689453,7338800
CVX,2024-09-18,133.05517626112436,135.17187751671543,132.93448255673252,133.6493377685547,6180300
CVX,2024-09-19,135.36683840545268,136.2673664947097,134.5498609638351,134.60557556152344,7247400
CVX,2024-09-20,134.82838734985538,135.45969201074118,133.16659629266132,135.24615478515625,23162900
CVX,2024-09-23,135.775329110087,137.78990836175765,135.49681278129077,136.97293090820312,6960600
CVX,2024-09-24,138.21696207847785,138.421206432198,136.38805574393814,136.88937377929688,6014200
CVX,2024-09-25,136.42517827550748,136.8522384949736,133.2222762102582,133.6586151123047,7888400
CVX,2024-09-26,130.80849149824948,132.96233586653884,130.55783956688416,131.8204345703125,8046200
CVX,2024-09-27,132.73950960236752,135.32969268465735,132.6095372224412,135.0697479248047,8049200
CVX,2024-09-30,134.95834752912916,136.91722628831837,133.94641859251513,136.72227478027344,7491700
CVX,2024-10-01,135.86815205167358,139.73948735501972,135.03260319170226,138.97821044921875,9489100
CVX,2024-10-02,140.81642992176475,141.3734626321298,138.5697558775716,140.1387176513672,8105400
CVX,2024-10-03,140.47290623721258,141.2713120732518,139.27530456611748,140.41720581054688,6553300
CVX,2024-10-04,141.55910991437125,141.57768144561078,139.3867082349629,139.94374084472656,7892400
CVX,2024-10-07,140.6493276318181,141.80980063208062,139.8973433941968,140.29653930664062,5895900
CVX,2024-10-08,138.5140503935735,138.88541024226475,137.14933305223386,138.09628295898438,5892700
CVX,2024-10-09,136.94506441366323,139.60022665617527,136.80581334878195,138.93179321289062,4973500
CVX,2024-10-10,139.88802159292825,140.69572026678307,139.1174801462429,139.8323211669922,4420900
CVX,2024-10-11,139.60952035625562,141.419855040394,139.48882665533728,140.5750274658203,5051300
CVX,2024-10-14,139.73948930151454,141.02064157250012,139.4238299504119,140.90924072265625,4214700
CVX,2024-10-15,138.14267872267638,139.21960083239009,136.99148465719688,137.14930725097656,6704600
CVX,2024-10-16,137.7249084201857,138.35619878179864,137.59493604185792,138.0776824951172,4303700
CVX,2024-10-17,138.56974756558336,140.49149755173093,138.30052407681188,140.3708038330078,6593100
CVX,2024-10-18,140.01802673010437,140.25939999651442,138.6811596664475,139.95303344726562,5208200
CVX,2024-10-21,141.11347894715976,141.5590964931651,139.71163303893135,140.07369995117188,5074000
CVX,2024-10-22,140.41723694184017,140.81643286540006,139.46100829627102,140.11087036132812,4416400
CVX,2024-10-23,139.5909611980882,140.18512274108213,138.59758962140302,139.70236206054688,5248600
CVX,2024-10-24,140.30581939149678,140.60289308625187,138.68115733894467,139.6745147705078,5474300
CVX,2024-10-25,140.54720445438574,141.22491671532043,139.68381934789866,140.0087432861328,6839900
CVX,2024-10-28,137.6320766641168,139.90660056163665,137.54852602077074,139.758056640625,8892000
CVX,2024-10-29,139.29389172070813,139.6466800529422,137.27931225186768,137.8827667236328,6014700
CVX,2024-10-30,138.40265502033435,138.93182334758856,137.08435937844962,137.44642639160156,5784000
CVX,2024-10-31,138.10554028967584,138.85753855478114,137.29785576328902,138.1612548828125,8400900
CVX,2024-11-01,141.55911859788569,144.7620208856797,140.83498466032975,142.10687255859375,11728000
CVX,2024-11-04,143.36018074751618,143.36018074751618,141.68909691183475,142.94241333007812,6130000
CVX,2024-11-05,143.46229501354588,143.59226740659653,141.62410997870703,142.42251586914062,5978900
CVX,2024-11-06,145.8482229073319,147.25006890902296,144.93840205925733,146.42381286621094,12118900
CVX,2024-11-07,146.62808640138954,146.69306552294577,145.19837573599014,145.54188537597656,8143200
CVX,2024-11-08,145.38403157160124,146.29383823979762,144.5206324805946,145.6903839111328,6041500
CVX,2024-11-11,145.88536025448659,146.6280657009909,144.73416610410848,145.29119873046875,7771700
CVX,2024-11-12,146.03389595680585,146.19171855334093,144.0100240831524,144.1678466796875,5681900
CVX,2024-11-13,144.89202157025406,147.6307349770456,143.46231092222638,147.3522186279297,8824000
CVX,2024-11-14,148.39198122067612,150.2394591019093,148.24343729570768,150.21160888671875,10111200
CVX,2024-11-15,149.95165391308416,150.75005974813445,149.24607740038596,149.8588104248047,9022800
CVX,2024-11-18,150.5809573264577,151.4812982096917,149.1835721787818,150.76852416992188,6075400
CVX,2024-11-19,150.0370062610196,150.45903524429224,148.88345655729225,149.68063354492188,4657400
CVX,2024-11-20,149.9713725544722,151.40627976279583,149.84944765754472,151.30311584472656,6391300
CVX,2024-11-21,151.9502177394721,152.54105256245475,151.2655780320306,151.58445739746094,7945200
CVX,2024-11-22,151.47189658713197,152.50353559662918,151.13427057588117,152.26907348632812,7005900
CVX,2024-11-25,152.0721293682537,153.0287388503168,149.8963282779831,150.3933868408203,10702400
CVX,2024-11-26,152.2221847624507,152.81303388521107,151.36873920967068,152.4285125732422,7369500
CVX,2024-11-27,152.64423331833248,154.4449009170215,151.56571315014554,152.03463745117188,7674500
CVX,2024-11-29,152.1659326246174,152.63485691621867,150.67475681182938,151.86581420898438,5077000
CVX,2024-12-02,152.2034332587683,152.8224167296672,150.15893031059284,152.12841796875,6229600
CVX,2024-12-03,152.8505471913961,153.05687500983257,151.35937148486838,151.85643005371094,5900100
CVX,2024-12-04,151.7720530537455,151.781426388755,148.0487926627519,148.48020935058594,7862700
CVX,2024-12-05,149.38989198389615,150.68412758606786,148.82719142979403,149.4274139404297,6358400
CVX,2024-12-06,148.88345702184895,148.95848662295447,145.5259575021515,145.59161376953125,9701700
CVX,2024-12-09,147.24223113645823,150.1308065600816,147.07342525639294,147.3172607421875,9404500
CVX,2024-12-10,149.17419914306276,149.60561580466742,146.96087582840192,147.2422332763672,9126200
CVX,2024-12-11,147.11090802245891,147.40163875146584,146.11679095794562,146.50131225585938,13764700
CVX,2024-12-12,146.18245218224948,146.80143567361276,144.68190305491146,145.0945587158203,7621500
CVX,2024-12-13,145.2445959581057,145.32901320097702,143.55648006760384,144.30674743652344,5816200
CVX,2024-12-16,144.32550957693513,144.32550957693513,139.9738929741429,140.07705688476562,11961200
CVX,2024-12-17,138.80159072179913,139.41118657849842,137.7793391976089,138.90475463867188,11909300
CVX,2024-12-18,138.57650488321676,139.42995054925737,135.0314382970539,135.12522888183594,10174500
CVX,2024-12-19,135.58477402409292,135.76295323082738,132.18975248486782,132.3773193359375,16544300
CVX,2024-12-20,132.06784815368192,133.9716796875,131.81462502201344,133.9716796875,32209200
CVX,2024-12-23,133.62466229872265,134.44060029824763,132.74308233971507,134.08421325683594,8156500
CVX,2024-12-24,134.20611728094465,135.08768279242094,133.41831371663315,134.90011596679688,3556100
CVX,2024-12-26,134.74070233842997,135.34092485082945,134.0185549325883,135.03143310546875,4492600
CVX,2024-12-27,135.32215592998062,136.65391341443402,134.47809799067102,135.05018615722656,5296500
CVX,2024-12-30,134.85324687451086,135.03144040211419,133.50275688146115,134.17800903320312,6194800
CVX,2024-12-31,134.60002951830253,136.3069064583621,134.41246266813812,135.83798217773438,6137800
CVX,2025-01-02,136.4382023433598,138.86724095126058,136.4382023433598,137.59176635742188,7170300
CVX,2025-01-03,138.37018933377033,139.2705303721617,138.14511480699898,138.6609344482422,5809000
CVX,2025-01-06,139.17672125405264,140.9867764250466,137.74181409513608,138.10757446289062,5888700
CVX,2025-01-07,139.27989216788265,141.14621605686932,138.45459512070516,140.2927703857422,7736000
CVX,2025-01-08,138.83910166832413,141.78394572580297,138.82972833399793,140.95864868164062,7640900
CVX,2025-01-10,143.87533918615352,144.74753140618222,141.49319602591171,143.6221160888672,11074700
CVX,2025-01-13,144.5224677510551,147.57047554850718,144.42867717157557,145.6947784423828,11774100
CVX,2025-01-14,145.56348540955435,147.15782514454276,144.86009896966823,147.1484375,6830200
CVX,2025-01-15,147.12968544966688,148.8271890394933,146.66076117356306,148.48956298828125,7900000
CVX,2025-01-16,148.20820295185044,149.96197513427106,148.20820295185044,149.47430419921875,5578900
CVX,2025-01-17,149.2398553896414,151.71577517252598,148.93036362797656,151.43441772460938,9260400
CVX,2025-01-21,151.13429515784497,151.36875730628125,147.70178018066775,148.40516662597656,10131400
CVX,2025-01-22,147.8799458512829,148.5927198759378,146.55759033112076,146.6888885498047,7232200
CVX,2025-01-23,147.83306022800016,148.12379096663201,145.94797562775912,146.31373596191406,5979800
CVX,2025-01-24,146.73578933571795,147.68301121240074,145.61974727986842,145.9761199951172,8003800
CVX,2025-01-27,146.61387350188411,148.0769150296779,145.8542184247938,147.4579315185547,7141000
CVX,2025-01-28,147.90808492687214,149.04287353431405,145.53531518950018,146.50131225585938,6425400
CVX,2025-01-29,146.04176040703402,146.84831063887518,145.18831489104699,146.0136260986328,5630600
CVX,2025-01-30,146.82958196301098,147.66426668686907,145.85422566620173,146.60450744628906,6931900
CVX,2025-01-31,144.2035936600241,144.77568187080763,139.4111868055555,139.91763305664062,16726800
CVX,2025-02-03,139.7394387495599,141.4838376848912,138.61402331299246,140.0583038330078,7605000
CVX,2025-02-04,139.47684025513635,143.85659135287295,139.47684025513635,143.69715881347656,8458100
CVX,2025-02-05,143.48146057128906,144.24111563758947,142.8249551116101,143.48146057128906,6533700
CVX,2025-02-06,144.6350136401662,145.6103698970387,141.67140860090745,142.45919799804688,6420500
CVX,2025-02-07,143.0031469621147,144.25048728632385,142.47795404885477,143.1344451904297,4724900
CVX,2025-02-10,144.7006427019983,146.11680313417241,144.4849415480557,146.0886688232422,5653800
CVX,2025-02-11,146.63261007978926,148.84593298210262,146.41689463395812,147.6548614501953,6011800
CVX,2025-02-12,147.00774570739415,147.68299774160235,144.9632429391311,145.27272033691406,6693500
