symbol,Date,Open,High,Low,Close,Volume
IRFC,2021-01-29,20.72109598966281,21.470050960423023,20.263401726210223,20.63787841796875,381938573
IRFC,2021-02-01,21.012353007824156,21.137178549828,20.721092351653265,20.887527465820312,72044464
IRFC,2021-02-02,21.178790999018187,21.178790999018187,20.554661616971398,20.596269607543945,36735442
IRFC,2021-02-03,20.637877657225825,20.721095225852363,20.01374827339146,20.18018341064453,45816269
IRFC,2021-02-04,20.18018334774065,21.47005010208044,19.847314661515195,21.09557342529297,88486029
IRFC,2021-02-05,21.303617526096687,21.80292137187301,21.262007946390142,21.3868350982666,56318695
IRFC,2021-02-08,21.553269478089504,21.594879059384358,21.303618339293305,21.428443908691406,28324374
IRFC,2021-02-09,21.428440951273952,21.470048939583105,20.970746730901226,21.05396270751953,25243532
IRFC,2021-02-10,21.13718032836914,21.47004899746885,20.804311659269434,21.13718032836914,33132159
IRFC,2021-02-11,21.13718032836914,21.345223444961835,21.01235477586213,21.13718032836914,13586295
IRFC,2021-02-12,21.220397892454823,21.262005880876156,21.05396276428346,21.13718032836914,15658220
IRFC,2021-02-15,21.802922204128937,21.802922204128937,21.34522633334493,21.428443908691406,45629832
IRFC,2021-02-16,21.553272247314453,21.636489833352957,21.470054661275945,21.553272247314453,34557518
IRFC,2021-02-17,21.943565368652344,22.203766748950024,21.59663184923162,21.943565368652344,28638408
IRFC,2021-02-18,22.073669211522443,22.37723503905424,22.03030148308241,22.247135162353516,21022422
IRFC,2021-02-19,22.247134406425445,22.2905021333919,21.85683478958513,21.986934661865234,14542153
IRFC,2021-02-22,21.943570375568523,22.03030418879134,21.640004510753496,21.68337059020996,16652770
IRFC,2021-02-23,21.683369281184156,21.813469166009302,21.596635473197463,21.640003204345703,13021961
IRFC,2021-02-24,21.596637725830078,21.856839176930418,21.553271644468335,21.596637725830078,10958830
IRFC,2021-02-25,21.640003204345703,21.856836897157546,21.596635473197463,21.640003204345703,22761296
IRFC,2021-02-26,21.553268404499374,21.640002208494668,21.249700917670708,21.37980079650879,36424500
IRFC,2021-03-01,21.37980172316844,23.157838992052987,21.37980172316844,22.463970184326172,93579588
IRFC,2021-03-02,22.63743644676538,22.810902397596454,22.073669211522443,22.247135162353516,48494934
IRFC,2021-03-03,22.377234661116212,22.507336189929287,22.073668838711455,22.117034912109375,18806435
IRFC,2021-03-04,21.900200271609453,22.290501532233257,21.900200271609453,22.03030014038086,21742960
IRFC,2021-03-05,22.030302858821145,22.16040274364629,21.509901665210766,21.640003204345703,25255199
IRFC,2021-03-08,21.77010596880794,21.90020587084203,21.509904510429752,21.553272247314453,16353985
IRFC,2021-03-09,21.640003204345703,22.117036666807838,21.509901665210766,21.640003204345703,21380757
IRFC,2021-03-10,21.683372149348543,21.77010596880794,21.553272247314453,21.553272247314453,11360743
IRFC,2021-03-12,21.596638329889146,21.726738231923235,21.509904510429752,21.553272247314453,17086939
IRFC,2021-03-15,21.596634479342164,21.640002208494668,21.249700917670708,21.37980079650879,17382950
IRFC,2021-03-16,21.379801739951567,21.509901624530666,21.24970185537247,21.293067932128906,9649363
IRFC,2021-03-17,21.29306620881455,21.33643393637089,20.902766586665425,20.94613265991211,14312130
IRFC,2021-03-18,20.989503248977027,21.336436845177083,20.729301811094572,20.85940170288086,16168159
IRFC,2021-03-19,20.816036827516278,20.902770645159592,20.38236939360969,20.77267074584961,15260549
IRFC,2021-03-22,20.816035263764373,21.249702665092798,20.685935374227817,20.72930145263672,13817385
IRFC,2021-03-23,20.72929857263697,20.90276617079177,20.59919870117568,20.64256477355957,13742805
IRFC,2021-03-24,20.642566543235297,20.72930034974834,20.295632971492893,20.339000701904297,16788250
IRFC,2021-03-25,20.3389979781384,20.42573011872665,19.86196293335532,19.905330657958984,19233029
IRFC,2021-03-26,20.122165046550514,20.20889719027881,19.861963652436824,19.992063522338867,16323314
IRFC,2021-03-30,20.078796593445027,20.208896458636943,19.86196293335532,19.905330657958984,14301425
IRFC,2021-03-31,19.905332908951262,20.035432788855505,19.86196517944336,19.86196517944336,11770453
IRFC,2021-04-01,19.948699584748923,20.122167199383696,19.688499817106543,19.818599700927734,18367745
IRFC,2021-04-05,19.818601244015735,19.861967323896046,19.341566093782763,19.515033721923828,20106460
IRFC,2021-04-06,19.51503103429621,19.51503103429621,18.994629875853043,19.081363677978516,25085603
IRFC,2021-04-07,19.081364049655132,19.34156380679018,18.994630245840213,19.211463928222656,14507382
IRFC,2021-04-08,19.16809807956499,19.384931764505072,18.994630469889035,19.03799819946289,18025782
IRFC,2021-04-09,19.081364274727015,19.12473034999114,18.994630469889035,19.03799819946289,16396258
IRFC,2021-04-12,18.951267770866288,18.951267770866288,18.04056513928693,18.083932876586914,25942981
IRFC,2021-04-13,18.08392705559851,18.647694224548545,18.040559332258052,18.604328155517578,14831755
IRFC,2021-04-15,18.474230046281168,18.51759777761823,18.127296467133643,18.300764083862305,18166238
IRFC,2021-04-16,18.430861330580438,19.081362318718572,18.257393738686446,18.86452865600586,22174311
IRFC,2021-04-19,18.387499204157876,18.517599098831983,18.127297760499747,18.344131469726562,10477070
IRFC,2021-04-20,18.344130524025154,18.777797920121778,18.300764446139425,18.430864334106445,12199610
IRFC,2021-04-22,18.344132424413292,18.474232325858207,18.214032522968374,18.25739860534668,8974995
IRFC,2021-04-23,18.300764083862305,18.64769766300983,18.214030275497972,18.300764083862305,15602661
IRFC,2021-04-26,18.300765032341936,18.517598737335774,18.170665140207607,18.214031219482422,12051423
IRFC,2021-04-27,18.30076314433063,18.647696705667148,18.257395415219996,18.387496948242188,14181276
IRFC,2021-04-28,18.47423136440067,18.517599098831983,18.300765389605168,18.344131469726562,14514238
IRFC,2021-04-29,18.47423136440067,18.47423136440067,18.300765389605168,18.344131469726562,9521946
IRFC,2021-04-30,18.25739423664671,18.560961703586052,18.214028164645207,18.474227905273438,11713860
IRFC,2021-05-03,18.344132424413292,18.430866243479905,18.170666440590068,18.25739860534668,17512189
IRFC,2021-05-04,18.344133643668183,18.344133643668183,18.12729990874466,18.17066764831543,26418223
IRFC,2021-05-05,18.214031219482422,18.387498845201446,18.170665140207607,18.214031219482422,9381211
IRFC,2021-05-06,18.300764083862305,18.34413016088957,18.214030275497972,18.300764083862305,7525053
IRFC,2021-05-07,18.300764083862305,18.34413016088957,18.214030275497972,18.300764083862305,8322642
IRFC,2021-05-10,18.344130803717,19.688500744699954,18.30076472517007,19.558399200439453,51346170
IRFC,2021-05-11,19.38492954288178,20.0354305231509,19.254829677689862,19.905330657958984,33120701
IRFC,2021-05-12,19.948697863663533,20.64256495371928,19.948697863663533,20.295631408691406,34159626
IRFC,2021-05-14,20.5558323824304,20.685932252332446,19.948697450474718,19.992063522338867,18230175
IRFC,2021-05-17,20.078797320376765,20.338998714490458,19.948697450474718,19.992063522338867,13816130
IRFC,2021-05-18,20.165530775895373,20.165530775895373,19.861963315073744,20.035430908203125,9997457
IRFC,2021-05-19,20.035430908203125,20.425730511279873,19.992063182765992,20.035430908203125,19146895
IRFC,2021-05-20,20.122164704767815,20.512464307844564,19.905331040510877,20.035430908203125,21995952
IRFC,2021-05-21,20.122166053761614,20.29563200421061,20.0787983254171,20.25226593017578,14712804
IRFC,2021-05-24,20.6859344333972,20.946134200636,20.555834549777803,20.8160343170166,32823856
IRFC,2021-05-25,20.989504462802902,21.032870544469574,20.685936928206296,20.77267074584961,15738661
IRFC,2021-05-26,20.90276775373169,20.90276775373169,20.64256633679477,20.68593406677246,10671045
IRFC,2021-05-27,20.685935965223965,20.772669778829602,20.42573452440706,20.512468338012695,10133530
IRFC,2021-05-28,20.512466660620618,20.59920046713366,20.20889916497985,20.339000701904297,10532654
IRFC,2021-05-31,20.338999544619888,20.77266689819976,20.25226574304198,20.599199295043945,19396582
IRFC,2021-06-01,20.642564990467733,20.729298790456514,20.382365244811023,20.469099044799805,11780039
