symbol,Date,Open,High,Low,Close,Volume,PWL,gap_to_pwl_pct,overnight_move_pct,mom_3d,volatility_5d,target_1_breach,target_2_fall,target_3_ev
QQQ,2018-02-05,154.5632483444523,157.10343571737928,149.75772454507344,149.8714599609375,105372200,157.42567620671264,-0.018182725532661825,-0.009355099268132824,-0.024244556609741393,0.008647495198089567,1,1.0,1.0
QQQ,2018-02-06,147.68199070607406,154.03247464513535,147.0090367678596,153.84291076660156,118537900,157.42567620671264,-0.061893877386585465,-0.014608980625357908,-0.06658775122934742,0.016385969292665666,1,1.0,1.0
QQQ,2018-02-07,153.34999665936536,155.01819310462832,151.8429446584872,151.85243225097656,91028300,157.42567620671264,-0.02588954766181586,-0.0032040092376048033,-0.03363873952874902,0.02483343076926077,1,1.0,1.0
QQQ,2018-02-08,152.2410657284974,152.41168333920382,145.44509887695312,145.44509887695312,94184800,157.42567620671264,-0.03293370308543202,0.0025592838505116653,-0.026729579738670885,0.024000844470164026,1,1.0,1.0
QQQ,2018-02-09,147.50184712608083,149.03734725663938,142.29825037963022,147.95681762695312,113836600,157.42567620671264,-0.06303818614443184,0.014141062607188443,-0.029534382898105227,0.0276280265987481,1,1.0,1.0
QQQ,2018-02-12,149.4733878703745,151.60601392755015,148.2980832106094,150.5823516845703,63050600,155.89016156758018,-0.04116214668508082,0.01025008693580537,-0.03826041193785236,0.031570107988982715,1,1.0,1.0
QQQ,2018-02-13,149.71979484465243,151.6628420638976,149.4923095846448,151.3595428466797,31785600,155.89016156758018,-0.039581501878505836,-0.005728140318360225,-0.008363913225354888,0.028526092454982013,1,1.0,1.0
QQQ,2018-02-14,150.468608543384,154.43054669548692,149.757733227431,154.19358825683594,52107400,155.89016156758018,-0.03477803197891921,-0.005886211642421316,0.040664443253121886,0.025213041840873928,1,0.0,
QQQ,2018-02-15,155.57738188806198,157.05599975585938,153.96606791579026,157.05599975585938,51633900,155.89016156758018,-0.00200641064434722,0.008974391522175973,0.0421526410875349,0.02605237313626641,1,0.0,0.0
QQQ,2018-02-16,156.54420861223508,158.0607337697845,156.08923804845594,156.35464477539062,62256300,155.89016156758018,0.004195563325344078,-0.0032586538840914275,0.04299074890827592,0.005806059968594814,0,,
QQQ,2018-02-20,155.80494731831908,157.98495380494586,155.73859200053226,156.66746520996094,36785600,142.29825037963022,0.09491822213312558,-0.0035157091614464436,0.03300156590569746,0.010434786007169673,0,,
QQQ,2018-02-21,157.4351495465662,158.97063518273274,156.1271346933628,156.221923828125,41161800,142.29825037963022,0.10637445735666483,0.004900087810678776,0.01604396772325145,0.010320339156754454,0,,
QQQ,2018-02-22,156.9044212942939,157.73851977486584,155.80494493502846,156.20303344726562,37074400,142.29825037963022,0.10264476812396946,0.004368768796624175,-0.005310691275920248,0.01143132621179072,0,,
QQQ,2018-02-23,157.46362703308185,159.39720153808594,156.8190925562169,159.39720153808594,50096900,142.29825037963022,0.10657458270212528,0.008070224745294735,-0.0009696630908713676,0.009248773336623713,0,,
QQQ,2018-02-26,160.14598068480566,161.51084899902344,160.0132845516403,161.51084899902344,39266700,148.2980832106094,0.07989245186244354,0.004697567708180972,0.01742376009254181,0.010063381086142867,0,,
QQQ,2018-02-27,161.55821862473786,161.8236108500838,159.43508082197027,159.51089477539062,42209900,148.2980832106094,0.08941542012580653,0.0002932906737101634,0.03385520445079975,0.00989503301568285,0,,
QQQ,2018-02-28,160.42083304625956,160.94214440661983,158.38299663906076,158.4872589111328,42936300,148.2980832106094,0.08174582956971678,0.005704552483077916,0.02117667791158319,0.013114832236998155,0,,
QQQ,2018-03-01,158.57258679618744,159.30242282189553,154.49689884214845,155.89968872070312,76809900,148.2980832106094,0.06928278075574602,0.0005383895566171019,-0.00570864869754759,0.01364534531870195,0,,
QQQ,2018-03-02,154.02289792698707,157.60570633405032,153.51107435288682,157.33084106445312,57445100,148.2980832106094,0.03860343028336664,-0.012038451193307743,-0.03474169266706189,0.016237785495375034,0,,
QQQ,2018-03-05,156.5916161799506,159.48249747297828,156.00394943534076,159.07493591308594,38540200,155.73859200053226,0.005477281953437794,-0.004698537677045139,-0.013667114801200647,0.013124328899729764,0,,
QQQ,2018-03-06,159.85212604090307,160.28813584740146,158.7431624978349,159.74786376953125,29480900,155.73859200053226,0.02641306812608624,0.0048856856258095265,0.003708039409544259,0.012490643262879743,0,,
QQQ,2018-03-07,158.5251394725461,160.25020323884107,158.25027414441274,160.11749267578125,34609400,155.73859200053226,0.017892466062646266,-0.007654088562643799,0.02468366088736838,0.01153456163835732,0,,
QQQ,2018-03-08,160.78101051071332,161.1127435771806,160.13647617286992,160.99900817871094,25828400,155.73859200053226,0.03237745022225331,0.004143943449549323,0.01771204928718666,0.010897149734987217,0,,
QQQ,2018-03-09,162.14586276755787,164.1268310546875,161.9089044232757,164.1268310546875,38310500,155.73859200053226,0.04114118847949845,0.00712336431025657,0.01209538293748714,0.0036009478943717583,0,,
QQQ,2018-03-12,164.6102251661974,165.37796790766092,164.24057071798202,164.99884033203125,37635000,153.51107435288682,0.07230195515273496,0.0029452473334408143,0.027411742365918583,0.0069203195941772684,0,,
QQQ,2018-03-13,165.3779754117037,166.06990423966954,162.33543815282695,162.7524871826172,55638900,153.51107435288682,0.07730322459692762,0.0022978045112892575,0.03048603606436771,0.006865046307081695,0,,
QQQ,2018-03-14,163.60558348063265,163.72880649571093,162.0132152666499,162.72409057617188,40536400,153.51107435288682,0.06575753032996731,0.005241679023056881,0.010891241031496704,0.011778022679851705,0,,
QQQ,2018-03-15,162.8377977560049,163.52971215956833,161.984738930617,162.58187866210938,28810400,153.51107435288682,0.06075602976810701,0.0006987728702641076,-0.008546685934904989,0.011907796458459206,0,,
QQQ,2018-03-16,162.85676520525783,163.21693211447723,162.0226670649333,162.09849548339844,31176700,153.51107435288682,0.060879587298616665,0.0016907575764931696,-0.014648355497882065,0.01195294821912497,0,,
QQQ,2018-03-19,160.5386962562349,160.65261617921,157.2538651099721,158.63995361328125,71395100,156.00394943534076,0.029068153962176973,-0.009622539817609058,-0.004018320767564895,0.0069433773882777786,0,,
QQQ,2018-03-20,158.70639994416626,159.5323483471703,158.1747543290714,159.16209411621094,34075700,156.00394943534076,0.017322962134016975,0.0004188499137297507,-0.025098539180213285,0.009306562628335385,0,,
QQQ,2018-03-21,158.74438096424765,160.21589488576797,157.7760181850404,158.46905517578125,43863500,156.00394943534076,0.017566424047762506,-0.00262445121926012,-0.021034229485105818,0.009725094783779146,0,,
QQQ,2018-03-22,156.27600740878924,157.3772815733106,154.3582733617787,154.55764770507812,66607300,156.00394943534076,0.0017439172176935385,-0.013838965371247899,-0.022390339261285138,0.009445262271457538,1,1.0,1.0
QQQ,2018-03-23,154.37726071269293,155.03232919796164,150.4088813247452,150.48483276367188,80110400,156.00394943534076,-0.01042722782683168,-0.0011671178687282006,-0.025733151171706825,0.012267750697246085,1,1.0,1.0
QQQ,2018-03-26,153.53229159046967,156.26648492532192,151.10190395338012,156.07659912109375,57481500,161.984738930617,-0.05218051648536947,0.02025093672784725,-0.054518391459485505,0.013324453320114234,1,1.0,1.0
QQQ,2018-03-27,157.23489931833987,157.23489931833987,149.69688747636073,151.02601623535156,78889100,161.984738930617,-0.029322759931795978,0.007421357229519337,-0.015097307496619302,0.025833724894758377,1,1.0,1.0
QQQ,2018-03-28,150.1620244056561,151.69051244854336,148.1398593370606,149.28860473632812,89369700,161.984738930617,-0.07298659492870455,-0.005720814540648825,-0.022849930250397617,0.028454398074283946,1,1.0,1.0
QQQ,2018-03-29,150.09560461595564,153.5228355037262,148.7000276805369,152.0228271484375,68692600,161.984738930617,-0.07339663225776992,0.005405636157246065,-0.007949160093910328,0.02827140593961982,1,1.0,1.0
QQQ,2018-04-02,150.94050994923987,151.65253824379073,146.08922325624988,147.63668823242188,85549400,150.4088813247452,0.0035345560701753246,-0.0071194387020630835,-0.025972964528212756,0.02977669089188288,1,1.0,1.0
QQQ,2018-04-03,148.9278415492794,149.92468411309557,146.6208767029153,149.298095703125,64090000,150.4088813247452,-0.00984675746818511,0.008745477376361162,-0.02244201421328577,0.030284656694592252,1,1.0,1.0
QQQ,2018-04-04,146.4120686024786,152.1177858964119,146.24117420579407,151.65260314941406,65768700,150.4088813247452,-0.026572983503794313,-0.019330635712763437,6.357462321814743e-05,0.02292193456057799,1,0.0,0.0
QQQ,2018-04-05,153.16207477291135,153.3994175997795,151.40573205958435,152.51649475097656,43054900,150.4088813247452,0.018304726582081092,0.009953483106452847,-0.002435318471363152,0.020436442661404274,0,,
QQQ,2018-04-06,150.8361437909228,152.33615245189097,147.9880293808903,148.70005798339844,59870900,150.4088813247452,0.002840673119927578,-0.011017503141528323,0.03305280399457683,0.019217465051158483,1,0.0,0.0
QQQ,2018-04-09,149.98171239272162,152.7348985607515,149.4880496201867,149.74436950683594,41810400,148.1398593370606,0.012433203756932574,0.008619057898862898,-0.00400566207432239,0.0210765209527708,0,,
QQQ,2018-04-10,152.0988005832429,153.5418347021547,151.01651775092998,153.0481719970703,48296800,148.1398593370606,0.0267243486250015,0.015723002368376104,-0.012582927051361319,0.016124034655791136,0,,
QQQ,2018-04-11,152.0892707299291,153.79814187018226,151.99434229707123,152.16522216796875,41622100,148.1398593370606,0.026660018515897478,-0.006265355898269536,0.003486031113958221,0.018118060735208434,0,,
QQQ,2018-04-12,153.08611006721637,154.5291583857069,153.00067013364756,153.9975128173828,30467900,148.1398593370606,0.03338906052895336,0.006051894684786042,0.02330304528164461,0.01749857014946371,0,,
QQQ,2018-04-13,154.76645240906709,154.99429216010134,152.53542493851876,153.19998168945312,44604900,148.1398593370606,0.044732005968286186,0.004993194874492005,0.02840269269925849,0.018160172650952003,0,,
QQQ,2018-04-16,154.27287016497698,154.92793882378672,153.30450716994258,154.36781311035156,28180800,146.08922325624988,0.056018142381197115,0.00700318931955666,0.000991907909790118,0.01182197110282671,0,,
QQQ,2018-04-17,155.9247208623373,158.0323259468159,155.61142664856305,157.6905517578125,35536100,146.08922325624988,0.06732527825707801,0.010085701938867011,0.0144749957381948,0.01183752955388465,0,,
QQQ,2018-04-18,157.6905230128024,158.54495108643238,156.94051183847606,158.0133056640625,29573900,146.08922325624988,0.07941242685781891,-1.8228745969870493e-07,0.023981159649046145,0.011657827868831513,0,,
QQQ,2018-04-19,157.21590535797452,157.5861596144527,156.0196881553085,156.5608367919922,34705700,146.08922325624988,0.07616360641611274,-0.005046412406454294,0.031418567558097445,0.010096590948733617,0,,
QQQ,2018-04-20,156.16207199777793,156.27599190478645,153.54179824654375,154.08294677734375,49197100,146.08922325624988,0.06894997808195355,-0.002547027739408805,0.014206482798800275,0.012044957204884051,0,,
QQQ,2018-04-23,154.83295292429426,155.44054994185572,152.86776197931246,153.69371032714844,33040600,149.4880496201867,0.03575471964272515,0.004867548048872023,-0.02287774974628445,0.014602885103799474,0,,
QQQ,2018-04-24,154.42471870616788,154.6620614997703,149.421528560878,150.43736267089844,70256800,149.4880496201867,0.03302383768150078,0.004756267367502789,-0.027336908868279455,0.014192591988550832,1,0.0,0.0
QQQ,2018-04-25,150.70316070004944,151.24429464777316,148.54808443178504,150.61770629882812,52089300,149.4880496201867,0.008128483065703533,0.0017668352092323517,-0.03911242585672584,0.009467672998682475,1,0.0,0.0
QQQ,2018-04-26,152.56395351568366,154.3013046021094,152.07027642073487,153.7886505126953,43005500,149.4880496201867,0.020576252772794203,0.012921769058108955,-0.02248944838472645,0.009217054653364634,0,,
QQQ,2018-04-27,156.04815610556335,156.08613906990593,153.01017083969649,153.8835906982422,51043400,149.4880496201867,0.04388381882059675,0.014692277910856075,0.0006177232974907547,0.016512561161498872,0,,
QQQ,2018-04-30,154.2443459146138,155.2032056481879,152.41205189577263,152.79180908203125,35615300,153.30450716994258,0.006130535637999094,0.002344338436182175,0.02290805931557593,0.015001522496958852,1,0.0,0.0
QQQ,2018-05-01,152.3931218491683,154.55768777579004,152.0323560326447,154.5386962890625,36513500,153.30450716994258,-0.005944934937653129,-0.002609349514599348,0.01443457636308488,0.01531682584874888,1,0.0,0.0
QQQ,2018-05-02,154.80445397070233,155.28864251767524,153.44686020968885,153.6272430419922,38646800,153.30450716994258,0.009784101122982699,0.0017196837298454368,0.004877120475839477,0.010932171791009929,0,,
QQQ,2018-05-03,152.84877644412694,154.17789044479082,151.1588967206017,153.6082763671875,60337100,153.30450716994258,-0.002972715768300604,-0.005067243168924553,-0.0016658543973846085,0.012026614426344843,1,0.0,0.0
QQQ,2018-05-04,152.94372301776755,156.88360813869977,152.82978861052226,156.52284240722656,41543200,153.30450716994258,-0.0023533825510758722,-0.004326286090414743,0.005343658734467258,0.007348598140825396,1,0.0,0.0
QQQ,2018-05-07,157.2537969524703,158.33607921041698,157.1303740985705,157.82342529296875,32500200,148.54808443178504,0.05860535027419373,0.004669954455222696,0.012839153984143523,0.011358605895315064,0,,
QQQ,2018-05-08,157.49119975437424,158.00385386737238,156.5133485029797,157.66209411621094,26040200,148.54808443178504,0.06020350485701465,-0.002105045800253045,0.02731405034606776,0.009756798965163533,0,,
QQQ,2018-05-09,157.94691779634363,159.49439783955623,157.38679213777573,159.38047790527344,29122700,148.54808443178504,0.06327131985922467,0.0018065450781260637,0.026390620641645192,0.00978484932488191,0,,
QQQ,2018-05-10,159.8931211678611,161.14629830435564,159.76969825665134,161.03236389160156,27067600,148.54808443178504,0.07637282419004078,0.0032164746230234327,0.01825698699370757,0.008284996972740244,0,,
QQQ,2018-05-11,160.84249493836495,161.26022065681394,160.17793788004033,160.88047790527344,24688800,148.54808443178504,0.08276384413577302,-0.0011790732536499414,0.02033246074007098,0.007151869061142083,0,,
QQQ,2018-05-14,161.25076570467192,162.17165727930936,160.88999987527487,161.15582275390625,21821700,151.1588967206017,0.06676331465109718,0.0023016328905767457,0.02041317418180597,0.006015753258051557,0,,
QQQ,2018-05-15,159.88360973030527,159.96904966291956,158.52600136055068,159.37094116210938,49361600,151.1588967206017,0.0577188190638234,-0.007894303797782857,0.01113903579639142,0.005974855512294586,0,,
QQQ,2018-05-16,159.57978867308628,160.7949825522711,159.5038372448555,160.4247283935547,22941200,151.1588967206017,0.05570887413957222,0.0013104491286430513,-0.010317321868357899,0.009064904514976362,0,,
QQQ,2018-05-17,159.86462292060756,161.02285699518038,159.02917159173393,159.8076629638672,27480200,151.1588967206017,0.057593210779364946,-0.0034913911250207966,-0.0028328453374379934,0.008196514197890335,0,,
QQQ,2018-05-18,159.19056832369682,159.74120540115013,158.74437715212443,158.98171997070312,26217900,151.1588967206017,0.05313396549817821,-0.0038614834152846025,-0.008365566735356352,0.0065883729120678695,0,,
QQQ,2018-05-21,160.2159045159777,160.9184445331218,159.19058171511492,159.87413024902344,22954600,156.5133485029797,0.02365648712018651,0.007763059460559494,-0.002442234378288203,0.006766330713772881,0,,
QQQ,2018-05-22,160.60510475744107,160.87092750241752,159.38042243138906,159.66522216796875,19477700,156.5133485029797,0.026143177521906126,0.004572187553289888,-0.003432127640450293,0.007533797076299238,0,,
QQQ,2018-05-23,158.45008281623265,161.0323742149248,158.43110581810473,161.01339721679688,26557800,156.5133485029797,0.01237424367811075,-0.0076105449592383054,-0.0008913264436552309,0.005424926354816161,0,,
QQQ,2018-05-24,160.96588134765625,161.2506955898503,159.34245030752814,160.96588134765625,27696500,156.5133485029797,0.02844826263870888,-0.0002951050655533163,0.012779313536601214,0.005983932888474661,0,,
QQQ,2018-05-25,160.94690596405545,161.70640585710885,160.64311469858742,161.12728881835938,27460500,156.5133485029797,0.028327024522073464,-0.00011788450721318058,0.006828816500407397,0.005493014868412862,0,,
QQQ,2018-05-29,160.39626120541178,161.31715242752367,159.45639298941964,160.41525268554688,41220500,158.52600136055068,0.011797811266351106,-0.004536957198924232,0.009157076478762058,0.004164813929713514,0,,
QQQ,2018-05-30,160.99433567756398,161.84876378178535,160.65256153862506,161.56394958496094,22665800,158.52600136055068,0.015570532883115717,0.0036098998213857543,-0.0037148742998362235,0.004776991011577781,0,,
QQQ,2018-05-31,161.5640422070433,162.53240523689254,161.04189944748958,161.45962524414062,35670900,158.52600136055068,0.019164306299399445,5.732843408858288e-07,0.00371549692579244,0.005359702070064313,0,,
QQQ,2018-06-01,162.2665675384836,164.08935899584705,162.21909606842678,163.9944305419922,45543300,158.52600136055068,0.023595915785609173,0.004997796155681702,0.0020625707055488074,0.004205427985972674,0,,
QQQ,2018-06-04,164.41214272104426,165.51341709289804,164.30772576710564,165.47544860839844,20459600,158.43110581810473,0.037751657870812215,0.0025471119822274425,0.022311954733265773,0.007874369401589946,0,,
QQQ,2018-06-05,165.86464396635867,166.26337812056613,165.25704699524425,165.98805236816406,24779300,158.43110581810473,0.0469196885918881,0.00235198249186363,0.024210221608754228,0.007989349530653495,0,,
QQQ,2018-06-06,166.1589373760413,166.98488561433058,165.32348615535554,166.95640563964844,25036600,158.43110581810473,0.04877723675557079,0.001029501855339685,0.02804680809320641,0.00619327408812267,0,,
QQQ,2018-06-07,166.9849504407357,167.02291892630066,164.76342463557293,165.59886169433594,39600300,158.43110581810473,0.05399094185741323,0.0001709715837370989,0.01806143713458495,0.006206040590918726,0,,
QQQ,2018-06-08,164.82029671401853,166.0260019169399,164.41205965903268,165.6082763671875,31780300,158.43110581810473,0.04032788171818513,-0.0047015116671181925,0.0007458090428239901,0.00876652081934257,0,,
QQQ,2018-06-11,165.48486072735173,166.46271172229532,165.45638075555743,166.0544891357422,22319700,159.45639298941964,0.037806372168045305,-0.0007452262806125219,-0.0022879719085697413,0.0065526783589181506,0,,
QQQ,2018-06-12,166.2823832173989,167.08935464513098,166.1020148325446,166.92796325683594,22511800,159.45639298941964,0.042807880574798715,0.001372405424525481,-0.005402107816413513,0.005349893279020656,0,,
QQQ,2018-06-13,167.18427981741723,168.1716195251448,166.54818834381487,166.91845703125,37858600,159.45639298941964,0.048463951072255596,0.0015354920504656693,0.008026030788504267,0.00566902368829748,0,,
QQQ,2018-06-14,167.68749167035816,168.88369453809815,167.5640687404987,168.60838317871094,35916000,159.45639298941964,0.05161974710844407,0.004607247471525451,0.00791132359325787,0.005026045728714746,0,,
QQQ,2018-06-15,167.972258151725,168.35201536573092,167.19378121396173,168.0197296142578,49615700,159.45639298941964,0.05340560514792528,-0.0037727959606356654,0.015379855469496249,0.0042446496308392164,0,,
QQQ,2018-06-18,166.96177160179127,168.06538840499113,166.4384968793943,167.9226837158203,31633200,164.30772576710564,0.01615289738991063,-0.006296629657096928,0.006540344326504958,0.005181554132112919,0,,
QQQ,2018-06-19,165.80100678748568,167.4849796644862,165.2682234241008,167.44692993164062,38236000,164.30772576710564,0.009088318966185782,-0.012634844092446751,0.006016271072900608,0.005416277659677797,0,,
QQQ,2018-06-20,168.21758026322834,169.33072015130037,168.0653522826563,168.63619995117188,33038000,164.30772576710564,0.023795926076322436,0.004602355695039206,-0.006888466784236156,0.005501121671717874,0,,
QQQ,2018-06-21,169.06436483378408,169.23562497810494,166.8475933853099,167.17108154296875,43469400,164.30772576710564,0.02894957643939786,0.0025389855958340016,0.003669035406314272,0.00616794184281582,0,,
QQQ,2018-06-22,167.73240473875433,167.79899542079593,166.20064484465013,166.80003356933594,30073200,164.30772576710564,0.020843079384489347,0.003357776898998506,-0.004475882330010383,0.005746017618218021,0,,
QQQ,2018-06-25,165.28730473951538,165.53467890876078,161.55780524108133,163.0419921875,77799700,165.45638075555743,-0.001021876673900207,-0.009069115859570522,-0.003863291865481079,0.0056744726574425525,1,1.0,1.0
QQQ,2018-06-26,163.64135684122596,164.64984195016007,163.04196815610948,163.7079620361328,39008100,165.45638075555743,-0.01096980307464215,0.0036761367159736423,-0.03317323187602461,0.010912470397535824,1,1.0,1.0
QQQ,2018-06-27,164.40248922398766,165.14458261891463,161.3675104465816,161.48167419433594,52843500,165.45638075555743,-0.006369603437215136,0.004242476536978407,-0.020716020228329957,0.011791179917814849,1,1.0,1.0
QQQ,2018-06-28,161.28190093577922,163.42255848627252,160.94890395435277,162.87074279785156,46407700,165.45638075555743,-0.02523009267285691,-0.0012371265009074631,-0.03188464211423104,0.010254999060036041,1,1.0,1.0
QQQ,2018-06-29,163.6508706247533,164.51665108130692,163.0705140515677,163.30836486816406,36408500,165.45638075555743,-0.010912302823011429,0.00478985859277384,-0.0010503391632475816,0.012810569589078965,1,1.0,1.0
QQQ,2018-07-02,161.7766138878203,164.45006940726745,161.4245993055044,164.40249633789062,31770000,165.2682234241008,-0.021126926059588276,-0.009379501053606862,-0.002440914681233115,0.013269192328935017,1,0.0,0.0
QQQ,2018-07-03,165.02087689972743,165.02087689972743,162.33792750984452,162.49966430664062,25512700,165.2682234241008,-0.001496636916938624,0.0037613818257714628,0.01808763847741391,0.008850988303664917,1,0.0,0.0
QQQ,2018-07-05,163.55572011822576,164.64982794129787,162.71848069498168,164.51663208007812,31626200,165.2682234241008,-0.010361963542625583,0.006498818419663548,-0.0022783618766416803,0.010424456036995265,1,0.0,0.0
QQQ,2018-07-06,164.8972507675194,167.19964534436153,164.59279469921086,167.07595825195312,37005600,165.2682234241008,-0.002244670202749262,0.0023135574964604135,0.007398685382034626,0.00926332624639685,1,0.0,0.0
QQQ,2018-07-09,167.94172409262484,168.6172123442159,167.27574464835791,168.57916259765625,27362100,160.94890395435277,0.043447454232153834,0.005181869670118097,0.016261686857648613,0.01059722796647308,0,,
QQQ,2018-07-10,168.89314338586786,169.0834211711498,168.12250891925413,168.70286560058594,23902500,160.94890395435277,0.04935876689019378,0.0018625124444411854,0.037412374462161786,0.010605376182073566,0,,
QQQ,2018-07-11,167.38034958763643,168.4649631176452,167.25667704959508,167.84654235839844,30280600,160.94890395435277,0.039959549119437936,-0.007839321568375975,0.025445655357630784,0.01089738110388189,0,,
QQQ,2018-07-12,168.5886499689726,170.73883056640625,168.47448622654647,170.73883056640625,27930100,160.94890395435277,0.047466903016540885,0.004421345832609102,0.00461217828410273,0.008521441121275572,0,,
QQQ,2018-07-13,170.72934849989093,171.15747715470772,170.2536467684801,170.88157653808594,28049800,160.94890395435277,0.060767388315437196,-5.5535501115137405e-05,0.012811001878710399,0.009562850252056004,0,,
QQQ,2018-07-16,170.91961865467658,171.2050425842272,170.18704847345563,170.4724578857422,21405300,161.4245993055044,0.0588201512658079,0.00022262269204993375,0.012914486838997909,0.008683586200273895,0,,
QQQ,2018-07-17,168.66475962978737,171.87098379668626,168.66475962978737,171.50946044921875,31034100,161.4245993055044,0.04485165430443848,-0.010604048761744339,0.015644740072969152,0.008717609054452223,0,,
QQQ,2018-07-18,171.52851043905065,171.67122965761226,170.66274438907018,171.18600463867188,23220800,161.4245993055044,0.0625921400890337,0.00011107253082135014,0.004513501001828494,0.00881026785661007,0,,
QQQ,2018-07-19,170.56759327171355,171.13844109479385,170.12995585564676,170.32974243164062,31094100,161.4245993055044,0.056639409393270806,-0.003612511246253038,0.001781515051261754,0.008138721564686494,0,,
QQQ,2018-07-20,170.8435026843763,171.41433597117663,170.10139473218925,170.29168701171875,35897300,161.4245993055044,0.058348624803126456,0.003016268594088053,-0.0008371760216962226,0.004209950640651477,0,,
QQQ,2018-07-23,169.78743422786638,170.91008312000614,169.10242271097164,170.83396911621094,22184700,167.25667704959508,0.015130978463244724,-0.0029611121523369774,-0.0071003280770075275,0.004153908394004819,0,,
QQQ,2018-07-24,172.59406783645542,173.2029653384808,170.83396600920034,171.5380096435547,36900300,167.25667704959508,0.03191137646049068,0.010302978554851504,-0.00205645036931606,0.004325535233116148,0,,
QQQ,2018-07-25,171.61412065237832,174.04018729457036,171.52848332787144,173.935546875,35026600,167.25667704959508,0.026052434376004983,0.0004436976328557426,0.007093694821965595,0.003733074985425456,0,,
QQQ,2018-07-26,171.57608675737603,172.1279024749389,171.07184411356693,171.30018615722656,40873500,167.25667704959508,0.025825036010371973,-0.013565140421351653,0.0213977553879685,0.00699959552133616,0,,
QQQ,2018-07-27,172.3847675064688,172.49893125777714,168.0178298117762,168.98825073242188,59456100,167.25667704959508,0.03066000441556735,0.006331466261494622,0.0027290652054011446,0.010548782214754159,0,,
QQQ,2018-07-30,168.9978063595179,169.09293799803797,165.80109005648865,166.6002655029297,60193000,168.66475962978737,0.0019746076801198135,5.65461033806718e-05,-0.014864104558698406,0.012483389041465343,1,0.0,0.0
QQQ,2018-07-31,167.2566852803158,168.5220532770016,166.3243142101697,167.87509155273438,47285100,168.66475962978737,-0.008348361285204123,0.003940088423055737,-0.04217241101004997,0.013246762757335662,1,0.0,0.0
QQQ,2018-08-01,168.26518310034805,169.0167852968902,167.54212184055675,168.51254272460938,37101900,168.66475962978737,-0.0023690575928034417,0.0023237011757109892,-0.01999469283324941,0.01392695158154882,1,0.0,0.0
QQQ,2018-08-02,167.32329557992838,171.00523626347388,167.24718157301334,170.80543518066406,47178200,168.66475962978737,-0.00795343409496712,-0.007057321226376073,-0.0028150359906721685,0.011046108622651256,1,0.0,0.0
QQQ,2018-08-03,171.12890375708824,171.33821364059392,170.37730155159926,171.32870483398438,28934400,168.66475962978737,0.014609715347234186,0.0018937838604610993,0.02524107428664588,0.01263556637459662,0,,
